,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
0,36.31084,0.11347987,33.752705,35.337257,38.228123,4.475418,246.92574,226.95396000000002,77.63589499999999,71.85587,0.27060285,2.6256318,0.010643765,0.010879413000000001,0.076831855,0.06618809,29.418090000000003,15.672047000000001,28.901873,16.832138,0.025971677000000002,2.2353241,1.4251672,0.76426023,6.425541,0.75736564,0.47478405,12.764216000000001,10.876204,0.8830314,610.00555,0.32122728,1299.1648,0.25499594,-178.2361,-0.34420836,1604.0922,0.13684888,-174.12923,-0.37010932,2552.708,0.11091458,-174.3697,-0.3657237,-5.166239,-1.491233,12.201333,0.8524826999999999,0.090603165,0.29998308,-0.019282576000000003,-0.6783589,-27.640913,35.645874,-0.06927172,0.0060862335,1.0853374,0.70332485,0.19181818,0.12391235,1.3755171999999998,6.8031516000000005
1,31.310118,0.21317397,26.3946,30.554762,35.91581,9.52121,247.19727999999998,489.8402,102.88428,219.75972000000002,0.9389255,0.88707423,0.2133047,0.7117683000000001,1.56329,1.3499854,20.371271,11.442666000000001,15.825642000000002,11.467533999999999,0.041534152000000005,2.3301272,1.4670040000000002,0.70635307,4.116523,1.1642725,3.3366864,4.5577316,12.733296000000001,0.7767759,592.62946,0.39215136,1306.5355,0.21438715,-69.89774,-1.2413453,1594.4331,0.15171008,-68.099396,-1.182079,2535.431,0.106465675,-69.6456,-1.1400871000000001,-7.1879272,-1.0112027,15.019123,0.6247822,0.062221505,0.7280565999999999,-0.013573958999999998,-1.1279721,0.09430206599999999,6.974986599999999,0.02748549,0.003193102,3.5939238,2.6735982999999997,0.25458333,0.25169945,0.11813559400000001,0.14884269
2,25.926722,0.1574649,23.86515,26.257884999999998,28.85505,4.9898987,267.33588,391.09598,89.67421999999999,169.33997,0.8679935,0.79496056,0.20170128,0.73213243,1.3917291999999999,1.190028,13.039746000000001,5.855777,8.7826185,3.7189087999999995,0.04177713,2.341726,1.4560741000000001,0.6136053000000001,2.5166838,1.4828142,0.41579843,31.286726,13.974160999999999,0.63348573,531.97784,0.40831032,1335.1454,0.17675908,-54.987922999999995,-1.4654111,1511.9236,0.1643289,-58.888718000000004,-1.3043358,2507.7107,0.08689778,-62.540012,-1.1913193000000002,-10.475287,-0.7028264,19.695337,0.3906115,0.024944032999999997,1.4681422,-0.013234011,-1.0616981,-7.8079853,16.813313,-0.020927649,0.003139394,3.4755135000000004,1.7951427,0.41323528,0.33861065,0.15653846,0.19556510000000002
3,25.888163,0.18429726,24.323902,26.166283,28.687778,4.3638763,389.30242999999996,411.40677,90.66911999999999,146.7199,1.2370014,0.77135164,0.2030718,1.1811459999999998,2.018583,1.8155112,19.669197,9.067422,12.967195,4.403385,0.04851549,1.8777106,1.5801395,0.70810103,1.8036423,2.3712419999999996,2.8520365,6.3635206,14.185509,0.6028074999999999,594.7137,0.41890496,1310.1860000000001,0.15695651,-59.766075,-1.3642566999999999,1560.2047,0.16820823,-60.831672999999995,-1.2903459,2520.812,0.09942999999999999,-65.16594,-1.1637461,-7.965463000000001,-0.85623366,18.735394,0.371523,0.02479664,1.4043704,-0.008725486,-1.502896,-5.6231008000000005,16.087887,-0.012354308,0.006645585,4.006678,2.023609,0.35833332,0.27184042,0.12363636,0.17126656
4,26.199656,0.16977404,24.325146,26.90033,29.101791,4.7766457,539.4832,630.5761,61.539530000000006,54.23389,1.0262284,0.7656269,0.29264486,0.8576517,1.6516967,1.3590518,16.912397,9.3304,11.342271,6.1607485,0.04665466,2.1866117000000003,1.5520973999999998,0.642592,2.3768818,1.6392229,1.3946353,13.152589,16.986954,0.62973577,540.76855,0.4150089,1341.1995,0.17661567,-48.313362,-1.5655313999999998,1507.9368,0.1649109,-53.362316,-1.336199,2513.3887,0.10172782,-58.05967,-1.1833305,-11.124822,-0.6899185999999999,21.346155,0.39989054,0.023382436,1.569721,-0.011508035,-1.2559508,-6.6460705,16.302198,-0.021617947000000002,0.0020131554999999997,3.7523453,1.8832393,0.41133335,0.3835252,0.10961538,0.10821918400000001
5,26.524240000000002,0.183927,24.392052,26.11984,29.04218,4.650127400000001,477.57099999999997,502.0713,264.53125,767.1342,0.95264685,0.68783283,0.28676298,0.87943965,1.4874957,1.2007326999999999,13.831747,7.247086500000001,10.398036,5.1065655,0.04543798,2.333771,1.4761763,0.6186543999999999,3.0878425,1.2294824,-1.1041152,-10.440256,17.450687,0.53406644,580.65643,0.41590002,1349.2445,0.18868212,-45.23946,-1.6340536,1552.72,0.1538719,-50.249287,-1.3755802,2547.465,0.1073738,-55.487164,-1.1974624,-10.633051,-0.67542255,22.28602,0.38065237,0.034235805,1.0416987,-0.01337235,-1.2403402000000001,-4.204000499999999,14.187398000000002,-0.009586975,0.0046745907,3.7819800000000003,1.7917134999999997,0.44312498,0.34712604,0.146,0.23875509
6,25.883282,0.18566664,24.150528,26.758856,28.869415000000004,4.7188873,352.78735,427.45044,95.23974,144.88666,0.97794586,0.7061133,0.27881540000000005,0.90472394,1.6063395,1.3275241000000002,15.79413,6.223654,10.074603999999999,3.8480651,0.06073991,2.2571616000000003,1.663643,0.5754653000000001,1.9674770000000001,1.9682194,2.2911943999999997,6.968489999999999,16.147778,0.69889605,573.8263,0.40354179999999995,1319.7048,0.17354874,-45.645590000000006,-1.625204,1544.1057,0.16288006,-50.060364,-1.3917343999999998,2523.5144,0.09546819,-54.119923,-1.2496804,-9.729086,-0.65005165,19.120048999999998,0.41376296,0.02715262,1.2959813999999998,-0.010889154,-1.4081397,-6.6651343999999995,14.076842999999998,-0.011076678999999999,-0.0012385265,4.0030794,1.6241299999999999,0.49095237,0.40389654,0.14266667,0.23710662
7,25.791359,0.14067428,24.537589999999998,26.239239,28.528145000000002,3.9905547999999995,276.1662,292.75052,55.59355,86.34343,0.9776372,0.8780642,0.20186669,0.7833167,1.5328343,1.3309677,15.996660999999998,8.120676,10.312118,6.1598440000000005,0.0328976,1.9078867,1.6661105999999999,0.6011054,2.1749442,1.526141,2.4670033,6.9413800000000005,14.145032,0.5636243000000001,527.8278,0.41187423,1300.805,0.19042192,-47.93254,-1.5868486000000002,1496.0220000000002,0.16595758,-51.092968,-1.424377,2498.8796,0.08664732,-55.019447,-1.2833115,-9.383449,-0.74076694,18.432396,0.43335956,0.026108122999999997,1.3442143,-0.014435141,-1.1637427,-9.298188,17.343870000000003,-0.022112219,-0.00042034607000000004,3.1145718,1.6797313999999999,0.46400002,0.39835998,0.14818181,0.20274560000000003
8,26.41865,0.16974959,24.864105,26.718443,28.356321,3.4922160000000004,306.96814,397.23712,68.30593,60.27196,1.0451324,0.8212759,0.23377612,0.87260056,1.7021196,1.4683435,15.912927,6.0125665999999995,12.108924,6.3437852999999995,0.047463402,1.9755964,1.5692708,0.59828943,1.7611293000000001,2.008677,1.3724768,8.852972,14.298132999999998,0.70024484,537.0792,0.40659857,1355.1951,0.2153307,-56.96443000000001,-1.4393709,1494.0908,0.14570305,-59.52956999999999,-1.3168018,2473.0813,0.08335063599999999,-63.36169,-1.2003558,-8.576367,-0.80569977,18.118767000000002,0.4464619000000001,0.02868331,1.1161149,-0.010983008999999998,-1.2268058000000002,-4.8488445,13.077989,-0.010131303000000001,0.0037781524,4.004004,1.9114688999999998,0.38,0.23653196,0.13470589,0.17201634
9,26.920769,0.17672952,24.214523,26.751976000000003,29.250427000000002,5.035904,210.10327,344.99207,110.21768,125.0443,0.8791486,0.75686485,0.19288462,0.80487007,1.4565348999999999,1.2636502,12.69388,6.8085580000000006,8.758591000000001,4.58807,0.03900529,1.9188531999999998,1.4759728,0.65859056,2.4831738,1.5981113999999998,-0.8882087,-11.079233,15.697220999999999,0.8261149,658.92114,0.43434635,1304.4172,0.20529515,-55.425036999999996,-1.5400553999999997,1630.8683,0.15297312,-57.279778,-1.4067246999999998,2573.698,0.105759844,-60.708416,-1.2927520000000001,-8.747939,-0.7713996999999999,18.57414,0.45349774,0.06405348,0.46787736,-0.0111654755,-1.2352333999999998,-6.2956247,14.196935,-0.004932418,0.0021297742999999997,2.8087726,1.8132716,0.39957446,0.28137174,0.15282051,0.21573901
