,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
0,27.305367999999998,0.17368025,24.036139000000002,26.19035,29.543471999999998,5.5073338,90.1519,93.07588,98.109406,99.00969,0.31325763,0.80232424,0.09234953,0.24765007,0.5180488,0.42569929999999995,5.755086,2.8432713,4.7401860000000005,3.110624,0.018349333,1.3083773,1.3245827,0.7079255999999999,4.401051,0.5184415,3.4178736000000005,2.422819,27.040446999999997,0.6661738,743.6621,0.29848072,1392.8158,0.18467744,-144.26755,-0.59416986,1688.7396,0.1315311,-144.43855,-0.5735359999999999,2759.678,0.11338894,-148.15317,-0.5232418,-9.600091,-0.6341289999999999,22.245607,0.5460364999999999,0.06735291,0.25167242,-0.020247888000000002,-0.8053604,-2.733487,11.803297,0.07764473,0.0006747044000000001,3.4344782999999994,2.7063148,0.09827161,0.07248312,0.26051283,0.31745338
1,26.978205,0.31901002,22.693235,24.058167,27.037146000000003,4.34391,534.9,954.1065,147.48041,201.39186,0.32205197,0.67391396,0.12839104,0.27873608,0.5058594,0.37746835,4.153519999999999,2.4105287,3.3995626000000003,2.2962356,0.02409268,2.5365963,1.3981423000000002,0.60180306,3.2124946,0.79086757,-4.1790423,-1.7417537,18.36448,1.1483732,848.1109,0.29887962,1248.181,0.25529009999999996,-114.04878000000001,-0.8447783000000001,1788.4785,0.14390066,-112.01293999999999,-0.85134757,2833.3486,0.11482685,-117.18171000000001,-0.7699629,-5.728773,-1.7809464,18.627802,0.7271558000000001,0.08451015,0.21438597,-0.0010184281,-28.964304,-1.0239992,10.32178,0.0810539,0.015524491000000001,3.4572735,3.4828038,0.114874996,0.09981227,0.15576923,0.18458211
2,26.792952000000003,0.30015326,22.686007999999998,24.050392000000002,27.231953000000004,4.545944,491.83878,742.5241,172.32433999999998,176.03812,0.28882396,0.59713787,0.13741699,0.26324272,0.41423225,0.27681527,3.30904,2.1090367000000003,2.7994325,1.7356042,0.028897658,1.8041707999999999,1.420958,0.63738537,3.1464326000000002,0.8557393,-4.5920177,-1.7322642,19.581173,1.0418440999999998,822.8172,0.32068884,1204.0752,0.23289065,-119.507805,-0.7950019,1805.3567,0.15938382,-117.190956,-0.7970576,2838.4802,0.11571749,-121.86366000000001,-0.72673714,-7.526146400000001,-1.3351153,19.226126,0.6871869,0.08873796,0.20981100000000003,-0.00048767849999999997,-57.131027,0.92958045,9.018935,0.08846304,0.020182791999999998,3.3539279000000004,3.6535062999999997,0.10282258,0.09016616,0.15186991,0.1303987
3,26.88515,0.3294361,22.551346,23.80226,26.878120000000003,4.3267746,428.76122999999995,795.6591,178.00403,339.24747,0.26841757,0.6084906999999999,0.11957113400000001,0.2419508,0.3967019,0.27713078,3.2222334999999998,2.0586064,2.3908259999999997,1.6962756,0.028834047,2.1732945,1.4451652,0.6144899,3.2679915,0.85193175,-5.0520663,-1.9522873,15.914532000000001,1.2743868,797.3467400000001,0.32829106,1216.1445,0.24949369,-112.72346,-0.8621061,1799.4371,0.16197366,-110.97708,-0.8468386,2812.5312,0.11602578,-113.91713999999999,-0.79579717,-7.6506734,-1.273785,18.944815,0.68608284,0.08947265,0.2068632,-0.0024254420000000003,-12.319244,0.004689459,8.478782,0.08980685,0.020515113999999997,3.1185644,3.5945787000000005,0.11426229,0.109154105,0.14344262,0.1300742
4,29.543001,0.41138878,22.623451,24.423970999999998,30.066815999999996,7.443364999999999,458.72797,975.0339,286.67672999999996,484.02005,0.24566935,0.62350655,0.11013385,0.21745831,0.3622229,0.25208905,2.8444898,1.4272767,2.4853756000000002,1.7276837,0.025614962,1.9043663,1.4855832,0.5734597,3.4416667999999997,0.6828091,-6.4465330000000005,-1.6833993999999999,12.318812,1.6236674,853.5943599999999,0.31900308,1157.5177,0.29296625,-118.2786,-0.8015131,1823.7108,0.1525997,-110.86615,-0.8510769,2796.0613,0.09952109,-112.86526,-0.8170495,-4.9378624,-2.3087676,15.959429,0.8883319,0.09085222,0.21128462,0.0025144229,12.157878,0.12060372,8.070119,0.08549309,0.021476494,3.9126480000000003,4.029304,0.09977273,0.07641063,0.13116278,0.088638514
5,26.847645,0.30493268,23.307686,24.35753,26.286721999999997,2.9790362999999997,153.5601,125.44078,127.5545,226.10828999999998,0.27489,0.6217812,0.12041193,0.24746788,0.4032126,0.28280067,3.2213217999999997,1.6337768,2.6260307000000003,1.5645958,0.024720246,2.1913161,1.3921013999999998,0.6040408,3.531107,0.6995708,-4.1258163,-1.5384666999999999,19.967909,0.9494220999999999,820.1844,0.30538368,1227.3079,0.22831433,-97.07274,-1.023735,1804.2778,0.16242951,-95.52714,-1.0085063,2845.087,0.11364277,-101.22352,-0.901083,-7.609352,-1.3355294,20.521791,0.64813125,0.09128542,0.20005602,-0.0051386226,-5.9712510000000005,-0.61852604,9.600073,0.08413198599999999,0.018019643000000002,3.2903397000000005,3.2946758000000003,0.14728,0.12576406,0.13709678,0.08606799
6,26.509056,0.29784423,22.399883,23.740460000000002,26.605877000000003,4.2059937000000005,585.5916,867.82965,146.00436000000002,242.54837,0.2633788,0.63300997,0.11545527,0.23381603,0.38515133,0.26969606,3.0520005,1.5381790000000002,2.4961245,1.5988138,0.0304013,2.5954479999999998,1.5731988000000001,0.6716025,3.1715142999999997,0.71803004,-4.595976,-1.4677495,18.455435,1.0909221000000002,834.8599,0.31356376,1226.0123,0.27148449999999996,-97.3003,-1.0150872,1823.0074,0.16069147,-97.83592,-0.97387487,2846.9065,0.10994805,-102.37262,-0.8948745000000001,-7.412408,-1.4603313,19.631859,0.6836797,0.08847436,0.20246099,-0.0038837554999999998,-6.720269,-0.73946196,8.982262,0.08257195,0.018847698,3.3549147000000006,3.5481962999999994,0.13316666,0.12101641,0.13033898,0.08651376
7,27.64423,0.33282995,23.483423000000002,24.67052,27.11386,3.630436,503.50656,941.6156599999999,197.30719,203.48459,0.23889585,0.6256378,0.10427629999999999,0.21461368,0.35357946,0.24930316,3.0861992999999996,1.8361651999999997,2.2386613,1.332854,0.0229663,1.6428728,1.3424653999999998,0.623124,3.768673,0.69297904,-5.298496,-1.5592846000000002,18.817176999999997,1.1702892,827.22943,0.30637529999999996,1232.6221,0.24090815,-109.04576999999999,-0.89645714,1821.4149,0.15095559,-107.33977,-0.8843915999999999,2849.6245,0.111448705,-111.296555,-0.81896394,-8.542177,-1.4504693000000002,20.28945,0.74825907,0.09132355,0.21168829999999997,-0.0063302526,-5.305391,-0.6808084,9.286535,0.08618257,0.019662858999999998,3.234731,3.409333,0.12637499,0.100084275,0.14779873,0.10760778
8,27.584738,0.33355999999999997,23.100251999999998,24.39746,26.853915999999998,3.753664,407.89322000000004,833.9294,130.5158,101.77573000000001,0.25024270000000004,0.6256153,0.10938060000000001,0.22444634,0.37910503,0.26972443,2.6962867000000004,1.7018319,2.1417634,1.2208883,0.02252035,1.9246284,1.3947417,0.6617415,3.5293777000000004,0.8184475,-4.953265,-1.5899014,20.297932,1.0562136999999998,805.0622,0.3427421,1244.404,0.25990167,-103.35746,-0.94686604,1792.1918,0.15310434,-100.57778,-0.95029473,2856.5625,0.11215567,-105.84653,-0.8587347,-7.313138499999999,-1.7447624,20.152725,0.7686485,0.08811972,0.22842072,-0.0029514479999999997,-10.695541,-0.150648,9.7438755,0.08318745,0.018948415,3.2513547000000003,3.6758566,0.124204546,0.108404994,0.13034883,0.12464317
9,26.654343,0.27470747,23.533195000000003,24.48085,26.179126999999998,2.6459312,1025.3212,1180.4615,106.546974,189.3207,0.24082379999999998,0.62020487,0.11066659,0.21841569,0.35288107,0.24221449,2.8997023,1.4418265,2.1132028,0.98816204,0.016043313,1.4866774999999999,1.3628928999999999,0.6110691,3.5822983,0.7296607,-5.9596667000000005,-0.92943025,19.699537,0.98711574,835.6478,0.29359509999999994,1227.2461,0.23676682,-114.63086000000001,-0.8494565999999999,1803.2454,0.15207048,-113.52702,-0.8374648000000001,2830.8577,0.11232501,-117.70261399999998,-0.7724174,-8.473768,-1.2395167,19.382662,0.64403147,0.08844047,0.2177924,-0.008799016,-3.6448273999999996,-0.44048235,7.8389935,0.082824096,0.0209644,3.645461,2.9411767,0.13731708,0.12627928,0.17809524,0.14118946
10,27.518928999999996,0.32221234,23.289455,24.790094,27.031794,3.7423382000000007,201.1437,280.62158,123.56093999999999,127.27021,0.23971476,0.6682828000000001,0.08975099,0.21031803,0.37722874,0.28747773,2.8005438,1.4464297,2.2008243,1.0659691999999998,0.018544642,1.4144576000000002,1.3890377,0.5914891,3.3820968000000002,0.7982435,-4.610917,-1.3468498,20.597687,0.9974065999999999,863.8531,0.29597762,1228.681,0.2552603,-118.79881,-0.8063031,1827.0934,0.15190713,-117.14028,-0.8028188,2866.8438,0.11492999999999999,-121.85823,-0.7304896,-6.418428400000001,-1.6844666000000001,19.42212,0.7272681,0.087577134,0.21091656,0.0006069221400000001,48.982715999999996,0.84206134,8.780119000000001,0.08037663,0.024000145,3.2197561,3.3510807000000002,0.11196261,0.105657145,0.16679245,0.17493689999999998
11,27.862482,0.30516523,24.087310000000002,25.2669,27.061646000000003,2.9743347,390.60892,851.9118699999999,83.72672,121.89171,0.26685062,0.62251884,0.10822787,0.24740867,0.40213197,0.29390409999999995,3.348765,1.8590689999999999,2.6837558999999995,1.9294585,0.020026438,1.362875,1.350509,0.51971984,3.7764735000000003,0.65703124,-5.663995,-1.9781176,16.03729,1.2945391000000002,828.1385,0.32638740000000005,1185.1559,0.24642675,-96.78392,-1.0330234,1826.3435,0.16019629,-95.17067,-1.0113658,2844.0278,0.108406045,-98.96908,-0.93738866,-6.711557000000001,-1.5196748,17.234505,0.6799312,0.08744345,0.1765579,-0.0076064747,-4.0697339999999995,0.7139274999999999,7.5917277,0.0854235,0.021623782999999997,3.3549147000000006,3.3668044000000004,0.14385965,0.132052,0.13034482,0.17238654
12,26.537046000000004,0.28339064,23.71229,24.706059,25.809551000000003,2.0972614,266.5079,251.74088999999998,454.36902000000003,1062.9261,0.23476557,0.5831261,0.09921418,0.22106038,0.3543476,0.2551334,2.5734757999999998,1.1155895,2.0772880000000002,1.1458465,0.0143340705,0.91232795,1.3226584,0.61569715,3.866419,0.57497317,-6.665483,-1.397824,17.708864000000002,1.2182058999999998,853.2471300000001,0.28263652,1232.7305,0.26273796,-112.49023999999999,-0.8628939,1797.8086,0.14617021,-110.532455,-0.86737984,2827.8096,0.10605121,-115.06085,-0.79380524,-7.2727957,-1.1869551,19.417745999999998,0.6758557,0.0877378,0.19894499,-0.0075067845,-3.3337437999999993,1.2960148,9.70838,0.07908825,0.025294418,3.8257800000000004,3.1286892999999996,0.1318868,0.15281086,0.16773584,0.12588766
13,26.025536,0.21446297,23.682295,24.648384,26.219395000000002,2.5370998,484.611,740.0343,121.58691999999999,139.63235,0.2388573,0.6054746999999999,0.10349966599999999,0.22114198,0.35743737,0.25393772,2.7964613,1.4582832000000001,2.4553213,1.6944496999999998,0.018471926,1.2977791,1.3349985,0.6102814000000001,3.8069818,0.653048,-5.9395685,-0.91093826,20.855953,0.89404756,821.8095,0.323777,1255.5377,0.22591072,-98.71677,-0.9943886999999999,1807.9197,0.155891,-99.45213000000001,-0.9554739,2859.465,0.11285839,-104.31231,-0.87077427,-9.315904,-1.1227431,20.563145000000002,0.5510649000000001,0.08766634,0.19312075,-0.004215865,-7.212395699999999,-0.8529827,9.584831,0.08289028,0.024292803999999998,3.3492822999999996,3.010471,0.15797101,0.16047555,0.15185714,0.17844802
14,28.213048999999998,0.29805464,24.086655,25.681175,27.525795000000002,3.4391403,485.7923,898.4746,126.99115,91.025375,0.24029413,0.66516674,0.099166594,0.2069089,0.36729988,0.26813328,2.8920736000000002,1.5822551999999999,2.3782575,1.6302889999999999,0.022258336,1.7627182000000001,1.4357073,0.5934221,3.9233966000000002,0.7337526,-7.005759200000001,-1.1642207,16.326738,1.2755214,871.48785,0.25907713,1198.7195,0.25150100000000003,-105.30103000000001,-0.931636,1849.5676,0.12917052,-103.292465,-0.93277895,2843.0679,0.09432948,-107.080696,-0.86812973,-7.8658532999999995,-1.5184214,19.45787,0.692743,0.09173216,0.19650795,-0.0092496155,-3.9842763,1.7413116000000002,7.990123,0.08214708,0.024962488999999997,2.9489205000000003,3.2734954,0.13629031,0.11950481,0.14666666,0.13794409
